State,Abbreviation,County,Population,Temperature,Precipitation,Elevation,Electricity-Prices,Wage,Population_Class,Temperature_Class,Precipitation_Class,Elevation_Class,Electricity-Prices_Class,Wage_Class
Tennessee,TN,Carroll,28458,59.9,54.05,142.90459364,13.58,40502.0,4,4,1,6,1,7
Tennessee,TN,Carter,56410,54.3,50.74,809.238938053,13.58,40739.0,3,6,2,1,1,7
Tennessee,TN,Cheatham,41830,60.2,46.35,179.177855275,13.58,54069.0,3,4,3,5,1,3
Tennessee,TN,Chester,17609,60.6,58.06,149.995269631,13.58,41568.0,5,4,1,6,1,7
Tennessee,TN,Claiborne,32431,56.3,48.11,450.516147974,13.58,42542.0,4,6,2,2,1,6
Tennessee,TN,Clay,7620,58.6,50.27,238.808930426,13.58,40338.0,6,4,2,5,1,7
Tennessee,TN,Cocke,36879,58.0,50.68,525.872427984,13.58,40384.0,3,4,2,2,1,7
Tennessee,TN,Coffee,59728,59.0,61.46,333.204933586,13.58,46299.0,2,4,1,3,1,5
Tennessee,TN,Crockett,13888,60.7,53.05,103.278350515,13.58,49729.0,5,4,2,6,1,4
Tennessee,TN,Cumberland,63522,55.8,62.91,543.821147799,13.58,44295.0,2,6,1,2,1,6
Tennessee,TN,Davidson,708144,60.5,45.14,176.5,13.58,82087.0,1,4,3,5,1,1
Tennessee,TN,Decatur,11564,60.5,59.51,144.425613497,13.58,48912.0,6,4,1,6,1,4
Tennessee,TN,DeKalb,21003,59.0,54.73,265.692493947,13.58,47634.0,4,4,1,4,1,5
Tennessee,TN,Dickson,55761,59.8,47.47,215.151047409,13.58,50218.0,3,4,2,5,1,4
Tennessee,TN,Dyer,36410,60.9,48.11,88.9440203562,13.58,51559.0,3,3,2,6,1,4
Tennessee,TN,Fayette,43630,61.6,59.63,120.970791699,13.58,68153.0,3,3,1,6,1,1
Tennessee,TN,Fentress,19332,55.7,55.82,452.389490791,13.58,40402.0,5,6,1,2,1,7
Tennessee,TN,Franklin,43942,59.4,63.17,353.034682081,13.58,45975.0,3,4,1,3,1,5
Tennessee,TN,Gibson,50837,60.3,53.28,113.106890459,13.58,46449.0,3,4,1,6,1,5
Tennessee,TN,Giles,30554,59.0,55.51,253.352051836,13.58,43321.0,4,4,1,4,1,6
Tennessee,TN,Grainger,24277,57.8,46.56,392.970666667,13.58,41569.0,4,4,3,3,1,7
Tennessee,TN,Greene,71405,57.7,47.26,471.925010837,13.58,41796.0,2,4,2,2,1,7
Tennessee,TN,Grundy,13783,57.0,67.3,520.118343195,13.58,39349.0,5,4,1,2,1,7
Tennessee,TN,Hamblen,65168,58.4,44.33,380.004615385,13.58,45234.0,2,4,3,3,1,6
Tennessee,TN,Hamilton,374682,60.3,54.05,298.236388385,13.58,60089.0,1,4,1,4,1,2
Tennessee,TN,Hancock,6845,56.8,47.42,461.831670823,13.58,34135.0,6,6,2,2,1,7
Tennessee,TN,Hardeman,25529,61.0,58.59,139.790044159,13.58,35485.0,4,3,1,6,1,7
Tennessee,TN,Hardin,27077,61.1,56.89,154.490178164,13.58,45053.0,4,3,1,6,1,6
Tennessee,TN,Hawkins,58043,57.6,46.72,431.688389923,13.58,41436.0,3,4,3,3,1,7
Tennessee,TN,Haywood,17550,61.1,54.99,101.366169154,13.58,41503.0,5,3,1,6,1,7
Tennessee,TN,Henderson,27929,60.3,58.8,152.480908153,13.58,44357.0,4,4,1,6,1,6
Tennessee,TN,Henry,32379,59.5,50.73,142.980248048,13.58,49852.0,4,4,2,6,1,4
Tennessee,TN,Hickman,25455,59.8,51.43,206.906440383,13.58,41689.0,4,4,2,5,1,7
Tennessee,TN,Houston,8219,59.9,48.8,171.967824968,13.58,39128.0,6,4,2,5,1,7
Tennessee,TN,Humphreys,19106,59.9,47.93,172.148864186,13.58,44127.0,5,4,2,5,1,6
Tennessee,TN,Jackson,11989,59.0,50.86,230.544229149,13.58,38953.0,6,4,2,5,1,7
Tennessee,TN,Jefferson,56727,58.9,48.26,350.865120275,13.58,44330.0,3,4,2,3,1,6
Tennessee,TN,Johnson,18086,52.7,55.2,888.417688266,13.58,37936.0,5,7,1,1,1,7
Tennessee,TN,Knox,494574,58.9,54.91,307.407861154,13.58,59934.0,1,4,1,4,1,2
Tennessee,TN,Lake,6507,60.4,48.56,84.4800550206,13.58,29534.0,6,4,2,6,1,7
Tennessee,TN,Lauderdale,24793,61.5,50.81,92.5450620615,13.58,39733.0,4,3,2,6,1,7
Tennessee,TN,Lawrence,45415,58.9,54.03,267.071459506,13.58,41310.0,3,4,1,4,1,7
Tennessee,TN,Lewis,12957,59.2,55.03,256.711848341,13.58,41476.0,5,4,1,4,1,7
Tennessee,TN,Lincoln,36004,60.0,60.25,258.36969697,13.58,48683.0,3,4,1,4,1,5
Tennessee,TN,Loudon,58181,59.4,57.1,277.619612069,13.58,60642.0,2,4,1,4,1,2
Tennessee,TN,McMinn,54719,59.7,58.28,278.196700508,13.58,43715.0,3,4,1,4,1,6
Tennessee,TN,McNairy,25988,60.9,59.04,149.328460039,13.58,38354.0,4,3,1,6,1,7
Tennessee,TN,Macon,26229,58.5,50.72,261.528911565,13.58,39669.0,4,4,2,4,1,7
Tennessee,TN,Madison,99245,60.6,55.32,132.313258864,13.58,51004.0,2,4,1,6,1,4
Tennessee,TN,Marion,29094,59.1,63.93,402.622233659,13.58,46559.0,4,4,1,3,1,5
Tennessee,TN,Marshall,35878,59.9,57.65,249.223286662,13.58,47446.0,3,4,1,4,1,5
Tennessee,TN,Maury,108159,59.8,53.56,222.481677704,13.58,52041.0,2,4,1,5,1,3
Tennessee,TN,Meigs,13272,59.8,60.24,247.591022444,13.58,39452.0,5,4,1,4,1,7
Tennessee,TN,Monroe,47740,58.4,56.47,438.493279022,13.58,42276.0,3,4,1,2,1,6
Tennessee,TN,Montgomery,235201,60.1,48.51,164.057281553,13.58,48104.0,1,4,2,6,1,5
Tennessee,TN,Moore,6742,59.8,60.52,301.158004158,13.58,48015.0,6,4,1,4,1,5
Tennessee,TN,Morgan,21224,56.3,59.09,455.894573643,13.58,39005.0,4,6,1,2,1,7
Tennessee,TN,Obion,30394,59.9,52.45,107.891450528,13.58,48493.0,4,4,2,6,1,5
Tennessee,TN,Overton,23044,57.7,57.16,361.818237454,13.58,40959.0,4,4,1,3,1,7
Tennessee,TN,Perry,8685,60.0,55.85,183.420261438,13.58,38404.0,6,4,1,5,1,7
Tennessee,TN,Pickett,5107,57.2,52.01,321.494720965,13.58,45308.0,7,4,2,3,1,6
Tennessee,TN,Polk,17863,58.9,58.82,416.074481074,13.58,39180.0,5,4,1,3,1,7
Tennessee,TN,Putnam,82382,58.0,56.85,360.378647215,13.58,47536.0,2,4,1,3,1,5
Tennessee,TN,Rhea,33730,58.8,62.36,349.42280285,13.58,42174.0,3,4,1,3,1,6
Tennessee,TN,Roane,55082,59.0,59.99,277.16449623,13.58,49972.0,3,4,1,4,1,4
Tennessee,TN,Robertson,75470,59.2,51.84,202.393486385,13.58,51097.0,2,4,2,5,1,4
Tennessee,TN,Rutherford,360619,60.2,53.18,206.680579965,13.58,49411.0,1,4,1,5,1,4
Tennessee,TN,Scott,22035,55.3,52.1,461.419950125,13.58,37333.0,4,6,2,2,1,7
Tennessee,TN,Sequatchie,16909,57.9,60.73,502.679187817,13.58,43709.0,5,4,1,2,1,6
Tennessee,TN,Sevier,98789,56.6,57.67,602.793425144,13.58,49012.0,2,6,1,2,1,4
Tennessee,TN,Shelby,916371,62.6,60.71,86.6216216216,13.58,59212.0,1,3,1,6,1,2
Tennessee,TN,Smith,20489,59.2,49.23,210.794344473,13.58,48602.0,4,4,2,5,1,5
Tennessee,TN,Stewart,14035,59.8,49.52,155.168094218,13.58,48205.0,5,4,2,6,1,5
Tennessee,TN,Sullivan,160820,57.1,44.45,514.574654956,13.58,50418.0,1,4,3,2,1,4
Tennessee,TN,Sumner,203858,59.4,50.96,210.713185756,13.58,59105.0,1,4,2,5,1,2
Tennessee,TN,Tipton,61656,61.8,57.06,97.5729230769,13.58,49219.0,2,3,1,6,1,4
Tennessee,TN,Trousdale,12111,59.4,49.97,194.972911964,13.58,36454.0,6,4,2,5,1,7
Tennessee,TN,Unicoi,17674,53.9,47.69,833.569518717,13.58,43044.0,5,6,2,1,1,6
Tennessee,TN,Union,20452,57.2,50.28,374.090909091,13.58,40349.0,4,4,2,3,1,7
Tennessee,TN,Van Buren,6429,57.4,58.02,471.481876333,13.58,36669.0,7,4,1,2,1,7
Tennessee,TN,Warren,42026,58.5,60.1,338.72815534,13.58,41296.0,3,4,1,3,1,7
Tennessee,TN,Washington,136172,57.3,43.71,518.121212121,13.58,52089.0,2,4,3,2,1,3
Tennessee,TN,Wayne,16308,59.8,57.31,239.22373756,13.58,35726.0,5,4,1,5,1,7
Tennessee,TN,Weakley,33063,59.8,52.96,121.466000951,13.58,45366.0,4,4,2,6,1,6
Tennessee,TN,White,28064,58.1,58.16,367.96819788,13.58,40770.0,4,4,1,3,1,7
Tennessee,TN,Williamson,260815,59.9,46.32,237.257736721,13.58,107698.0,1,4,3,5,1,1
Tennessee,TN,Wilson,158555,59.8,49.58,202.506323185,13.58,59229.0,1,4,2,5,1,2
Texas,TX,Anderson,58064,67.4,36.91,115.093487395,9.94,42444.0,2,1,4,6,6,6
Texas,TX,Andrews,18334,64.7,6.43,968.257728049,9.94,55870.99,5,3,7,1,6,3
Texas,TX,Angelina,87101,69.2,43.1,70.1350364964,9.94,46170.0,2,1,3,7,6,5
Texas,TX,Aransas,24944,73.3,26.38,2.39587852495,9.94,59878.0,4,1,5,7,6,2
Texas,TX,Archer,8835,65.6,23.18,326.560997596,9.94,60101.0,6,3,6,3,6,2
Texas,TX,Armstrong,1850,60.6,19.77,952.416394416,9.94,61382.0,7,4,7,1,6,2
Texas,TX,Atascosa,50864,71.8,22.96,132.190597499,9.94,46737.0,3,1,6,6,6,5
Texas,TX,Austin,31097,72.0,36.79,73.0993000875,9.94,58284.0,4,1,4,6,6,2
Texas,TX,Bailey,6779,59.0,14.45,1180.89241379,9.94,51709.0,6,4,7,1,6,4
Texas,TX,Bandera,22115,69.2,17.51,513.274923443,9.94,58706.0,4,1,7,2,6,2
Texas,TX,Bastrop,106188,70.6,29.0,141.822201018,9.94,44230.0,2,1,5,6,6,6
Texas,TX,Baylor,3466,65.7,22.87,382.195409429,9.94,58779.0,7,3,6,3,6,2
Texas,TX,Bee,30394,72.6,22.99,73.1740669241,9.94,34738.0,4,1,6,6,6,7
Texas,TX,Bell,388386,68.9,20.31,203.461861075,9.94,49405.0,1,1,6,5,6,4
Texas,TX,Bexar,2059530,71.2,20.4,249.316296127,9.94,51780.0,1,1,6,4,6,4
Texas,TX,Blanco,12418,68.9,17.44,406.515525478,9.94,66088.0,6,1,7,3,6,1
Texas,TX,Borden,585,64.6,13.05,774.745465916,9.94,101470.0,7,3,7,2,6,1
Texas,TX,Bosque,18697,68.0,24.26,252.958919527,9.94,50943.0,5,1,6,4,6,4
Texas,TX,Bowie,92035,65.5,51.31,96.2558139535,9.94,47792.0,2,3,2,6,6,5
Texas,TX,Brazoria,388181,72.2,34.76,7.99113439452,9.94,56360.0,1,1,4,7,6,3
Texas,TX,Brazos,242014,70.4,36.99,86.6489971347,9.94,46702.0,1,1,4,6,6,5
Texas,TX,Brewster,9343,66.8,11.54,1101.53677407,9.94,53014.0,6,1,7,1,6,3
Texas,TX,Briscoe,1431,61.6,19.27,850.646069134,9.94,58862.0,7,3,7,1,6,2
Texas,TX,Brooks,6906,75.8,17.64,57.1143292683,9.94,43437.0,6,1,7,7,6,6
Texas,TX,Brown,38373,67.5,24.12,463.786968164,9.94,46028.0,3,1,6,2,6,5
Texas,TX,Burleson,18657,70.6,35.39,97.3543568465,9.94,57482.0,5,1,4,6,6,2
Texas,TX,Burnet,52502,68.8,20.38,353.248440159,9.94,59381.0,3,1,6,3,6,2
Texas,TX,Caldwell,47848,71.2,24.71,151.480718436,9.94,41642.0,3,1,6,6,6,7
Texas,TX,Calhoun,19706,73.0,30.28,3.62437395659,9.94,60589.0,5,1,5,7,6,2
Texas,TX,Callahan,14210,66.0,25.84,548.984763682,9.94,50963.0,5,3,6,2,6,4
Texas,TX,Cameron,425208,76.5,24.11,7.96605042017,9.94,37861.0,1,1,6,7,6,7
Texas,TX,Camp,12716,65.5,46.44,107.467422096,9.94,46705.0,5,3,3,6,6,5
Texas,TX,Carson,5784,59.7,21.81,1020.92714078,9.94,56357.0,7,4,6,1,6,3
Texas,TX,Cass,28539,66.0,50.37,97.1909090909,9.94,46101.0,4,3,2,6,6,5
Texas,TX,Castro,7298,58.6,17.93,1149.20949555,9.94,81900.0,6,4,7,1,6,1
Texas,TX,Chambers,51288,71.7,43.36,4.63481551561,9.94,60591.0,3,1,3,7,6,2
Texas,TX,Cherokee,51645,67.6,42.75,119.287091591,9.94,43376.0,3,1,3,6,6,6
Texas,TX,Childress,6809,63.3,20.29,538.01150748,9.94,39953.0,6,3,6,2,6,7
Texas,TX,Clay,10486,65.2,24.92,290.914336553,9.94,51938.0,6,3,6,4,6,4
Texas,TX,Cochran,2526,59.9,13.11,1153.32586629,9.94,62305.0,7,4,7,1,6,2
Texas,TX,Coke,3333,66.7,15.45,648.191780822,9.94,48804.0,7,1,7,2,6,5
Texas,TX,Coleman,7850,67.2,22.84,519.793975374,9.94,54822.0,6,1,6,2,6,3
Texas,TX,Collin,1158696,66.5,32.84,186.741466498,9.94,77006.0,1,1,5,5,6,1
Texas,TX,Collingsworth,2568,61.6,19.86,651.496743635,9.94,54140.0,7,3,7,2,6,3
Texas,TX,Colorado,20754,72.5,37.52,72.3496218732,9.94,59219.0,4,1,4,6,6,2
Texas,TX,Comal,184642,70.1,21.39,312.661476645,9.94,67063.0,1,1,6,3,6,1
Texas,TX,Comanche,13878,67.5,21.96,414.640995261,9.94,50112.0,5,1,6,3,6,4
Texas,TX,Concho,3340,67.5,19.93,566.498596294,9.94,38635.0,7,1,6,2,6,7
Texas,TX,Cooke,43050,65.3,32.47,255.690705626,9.94,59800.0,3,3,5,4,6,2
Texas,TX,Coryell,85057,68.2,20.1,290.540016168,9.94,37476.0,2,1,6,4,6,7
Texas,TX,Cottle,1307,63.5,20.98,551.143429981,9.94,73613.0,7,3,6,2,6,1
Texas,TX,Crane,4546,67.9,6.98,782.064773121,9.94,54119.0,7,1,7,2,6,3
Texas,TX,Crockett,2943,67.5,13.99,743.232781955,9.94,57013.0,7,1,7,2,6,2
Texas,TX,Crosby,4998,62.1,17.56,891.627538829,9.94,52897.0,7,3,7,1,6,3
Texas,TX,Culberson,2155,63.5,8.93,1258.88762384,9.94,71297.0,7,3,7,1,6,1
Texas,TX,Dallam,7241,55.4,17.58,1265.06067961,9.94,70511.0,6,6,7,1,6,1
Texas,TX,Dallas,2600840,67.6,31.88,155.769325912,9.94,72218.0,1,1,5,6,6,1
Texas,TX,Dawson,12130,63.2,11.96,900.45494368,9.94,46139.0,6,3,7,1,6,5
Texas,TX,Deaf Smith,18377,58.1,15.86,1233.09778112,9.94,60615.0,5,4,7,1,6,2
Texas,TX,Delta,5406,65.7,49.39,137.977799228,9.94,47471.0,7,3,2,6,6,5
Texas,TX,Denton,977281,66.9,25.77,195.840849578,9.94,68773.0,1,1,6,5,6,1
Texas,TX,DeWitt,19772,72.3,32.85,86.3048513302,9.94,66916.0,5,1,5,6,6,1
Texas,TX,Dickens,1726,63.2,19.66,730.105152154,9.94,50869.0,7,3,7,2,6,4
Texas,TX,Dimmit,8387,73.4,14.88,185.668157424,9.94,55771.0,6,1,7,5,6,3
Texas,TX,Donley,3339,61.0,18.74,814.302771226,9.94,50574.0,7,3,7,1,6,4
Texas,TX,Duval,9888,74.3,20.92,148.360974812,9.94,51887.0,6,1,6,6,6,4
Texas,TX,Eastland,17944,66.3,24.89,461.555522828,9.94,66400.0,5,1,6,2,6,1
Texas,TX,Ector,160869,66.2,5.71,919.89220038,9.94,53610.0,1,1,7,1,6,3
Texas,TX,Edwards,1422,68.3,12.9,648.938876652,9.94,73981.0,7,1,7,2,6,1
Texas,TX,Ellis,212182,67.7,31.53,162.46672635,9.94,53393.0,1,1,5,6,6,3
Texas,TX,El Paso,868763,65.5,6.58,1240.17902453,9.94,44064.0,1,3,7,1,6,6
Texas,TX,Erath,43895,67.5,20.98,381.163187373,9.94,46906.0,3,1,6,3,6,5
Texas,TX,Falls,17049,68.6,27.66,130.92711045,9.94,43658.0,5,1,5,6,6,6
Texas,TX,Fannin,37125,65.6,44.64,181.486560782,9.94,46449.0,3,3,3,5,6,5
Texas,TX,Fayette,24913,72.0,34.88,110.44079542,9.94,65339.0,4,1,4,6,6,1
Texas,TX,Fisher,3622,65.8,18.94,608.76503937,9.94,57245.0,7,3,7,2,6,2
Texas,TX,Floyd,5235,60.5,18.66,957.108589486,9.94,53292.0,7,4,7,1,6,3
Texas,TX,Foard,1057,64.5,21.48,456.320165538,9.94,61279.0,7,3,6,2,6,2
Texas,TX,Fort Bend,889146,72.1,34.86,25.2904162633,9.94,65797.0,1,1,4,7,6,1
Texas,TX,Franklin,10618,65.4,47.08,123.043843284,9.94,51926.0,6,3,3,6,6,4
Texas,TX,Freestone,19950,67.9,34.24,117.379603399,9.94,44014.0,5,1,4,6,6,6
Texas,TX,Frio,17815,72.2,19.27,177.116999488,9.94,39898.0,5,1,7,5,6,7
Texas,TX,Gaines,22181,62.8,9.73,1011.8238806,9.94,50616.0,4,3,7,1,6,4
Texas,TX,Galveston,357117,72.2,39.6,3.74749034749,9.94,60071.0,1,1,4,7,6,2
Texas,TX,Garza,6262,64.2,16.42,767.609181141,9.94,36426.0,7,3,7,2,6,7
Texas,TX,Gillespie,27477,67.5,17.74,558.413094925,9.94,78039.0,4,1,7,2,6,1
Texas,TX,Glasscock,1164,66.0,10.42,808.838587642,9.94,124963.0,7,3,7,2,6,1
Texas,TX,Goliad,7131,72.6,25.24,60.7423695438,9.94,55947.0,6,1,6,7,6,3
Texas,TX,Gonzales,19832,72.0,29.5,104.334876123,9.94,57578.0,5,1,5,6,6,2
Texas,TX,Gray,21015,59.9,21.74,916.274277457,9.94,49815.0,4,4,6,1,6,4
Texas,TX,Grayson,143131,65.5,35.93,215.59882254,9.94,52055.0,2,3,4,5,6,3
Texas,TX,Gregg,125443,66.8,46.25,101.246047431,9.94,52958.0,2,1,3,6,6,3
Texas,TX,Grimes,30754,70.3,39.09,91.2118226601,9.94,41914.0,4,1,4,6,6,6
Texas,TX,Guadalupe,182760,71.3,23.47,171.933251433,9.94,52190.0,1,1,6,5,6,3
Texas,TX,Hale,31827,59.7,19.49,1038.32084374,9.94,43543.0,4,4,7,1,6,6
Texas,TX,Hall,2810,62.9,19.59,627.614377094,9.94,48706.0,7,3,7,2,6,5
Texas,TX,Hamilton,8298,67.8,18.49,365.912162162,9.94,77672.0,6,1,7,3,6,1
Texas,TX,Hansford,5151,58.7,20.03,956.091978287,9.94,77093.0,7,4,6,1,6,1
Texas,TX,Hardeman,3516,63.9,20.24,462.694563942,9.94,54847.0,7,3,6,2,6,3
Texas,TX,Hardin,57811,70.3,46.72,21.6358161648,9.94,52544.0,3,1,3,7,6,3
Texas,TX,Harris,4780913,71.8,39.04,25.9981815176,9.94,65869.0,1,1,4,7,6,1
Texas,TX,Harrison,69955,66.6,47.57,94.9509331728,9.94,47928.0,2,1,2,6,6,5
Texas,TX,Hartley,5208,56.8,16.63,1202.99218605,9.94,75790.0,7,6,7,1,6,1
Texas,TX,Haskell,5403,66.1,20.93,467.878547452,9.94,54321.0,7,1,6,2,6,3
Texas,TX,Hays,269225,69.7,22.51,298.244569939,9.94,56097.0,1,1,6,4,6,3
Texas,TX,Hemphill,3217,59.3,24.47,768.96035503,9.94,75731.0,7,4,6,2,6,1
Texas,TX,Henderson,84511,66.9,37.2,124.903014026,9.94,48594.0,2,1,4,6,6,5
Texas,TX,Hidalgo,888367,76.6,19.93,39.341913107,9.94,34503.0,1,1,6,7,6,7
Texas,TX,Hill,37329,67.9,29.0,192.39399093,9.94,49968.0,3,1,5,5,6,4
Texas,TX,Hockley,21161,60.5,14.74,1062.19987941,9.94,52586.0,4,4,7,1,6,3
Texas,TX,Hood,66373,67.7,27.05,265.867340067,9.94,60912.0,2,1,5,4,6,2
Texas,TX,Hopkins,37804,65.7,46.08,145.252521614,9.94,50272.0,3,3,3,6,6,4
Texas,TX,Houston,21950,68.3,41.74,92.0248801643,9.94,48835.0,4,1,3,6,6,5
Texas,TX,Howard,33672,65.6,9.99,769.477667494,9.94,51007.0,3,3,7,2,6,4
Texas,TX,Hudspeth,3432,63.0,7.43,1352.2547129,9.94,42500.0,7,3,7,1,6,6
Texas,TX,Hunt,108282,66.2,41.52,164.971849008,9.94,46801.0,2,1,3,6,6,5
Texas,TX,Hutchinson,20215,60.5,21.79,932.730722892,9.94,50130.0,5,4,6,1,6,4
Texas,TX,Irion,1530,66.6,15.56,733.22928399,9.94,78988.0,7,1,7,2,6,1
Texas,TX,Jack,8922,65.7,24.9,332.444777911,9.94,45263.0,6,3,6,3,6,6
Texas,TX,Jackson,15142,72.6,31.97,17.3525179856,9.94,51971.0,5,1,5,7,6,4
Texas,TX,Jasper,32484,69.5,44.79,47.2744227353,9.94,49475.0,4,1,3,7,6,4
Texas,TX,Jeff Davis,1903,62.2,10.68,1495.35442101,9.94,59302.0,7,3,7,1,6,2
Texas,TX,Jefferson,250830,71.4,48.12,3.64182194617,9.94,48243.0,1,1,2,7,6,5
Texas,TX,Jim Hogg,4763,75.4,19.21,165.291842105,9.94,55870.99,7,1,7,6,6,3
Texas,TX,Jim Wells,38826,74.6,19.98,65.6026446281,9.94,50892.0,3,1,6,7,6,4
Texas,TX,Johnson,195506,67.6,28.01,240.961273006,9.94,51619.0,1,1,5,5,6,4
Texas,TX,Jones,19935,66.2,23.62,514.997939358,9.94,38914.0,5,1,6,2,6,7
Texas,TX,Karnes,14836,71.8,31.68,107.519679022,9.94,73144.0,5,1,5,6,6,1
Texas,TX,Kaufman,172366,67.0,31.17,130.99447323,9.94,49494.0,1,1,5,6,6,4
Texas,TX,Kendall,48973,68.7,17.93,474.951337133,9.94,96628.0,3,1,7,2,6,1
Texas,TX,Kenedy,358,75.7,18.39,8.46038863976,9.94,47141.0,7,1,7,7,6,5
Texas,TX,Kent,740,65.0,16.96,644.162783661,9.94,55725.0,7,3,7,2,6,3
Texas,TX,Kerr,53741,67.4,15.21,611.153367595,9.94,61401.0,3,1,7,2,6,2
Texas,TX,Kimble,4422,67.4,15.49,619.084105811,9.94,54345.0,7,1,7,2,6,3
Texas,TX,King,233,64.6,21.51,550.175516224,9.94,91930.0,7,3,6,2,6,1
Texas,TX,Kinney,3128,71.3,18.04,377.950117748,9.94,42929.0,7,1,7,3,6,6
Texas,TX,Kleberg,30362,75.5,17.55,14.6240110079,9.94,45818.0,4,1,7,7,6,5
Texas,TX,Knox,3273,65.5,22.81,442.991685321,9.94,50320.0,7,3,6,2,6,4
Texas,TX,Lamar,50484,65.0,51.29,149.923031899,9.94,50699.0,3,3,2,6,6,4
Texas,TX,Lamb,12724,59.1,17.37,1108.35477583,9.94,54689.0,5,4,7,1,6,3
Texas,TX,Lampasas,22785,68.1,22.21,375.326441352,9.94,58507.0,4,1,6,3,6,2
Texas,TX,La Salle,6604,73.1,19.3,130.609160613,9.94,52652.0,6,1,7,6,6,3
Texas,TX,Lavaca,20589,72.6,33.01,76.7881305638,9.94,62375.0,4,1,5,6,6,2
Texas,TX,Lee,17954,70.5,34.09,124.713274336,9.94,56674.0,5,1,4,6,6,2
Texas,TX,Leon,16209,68.4,36.61,105.387519664,9.94,53179.0,5,1,4,6,6,3
Texas,TX,Liberty,101992,71.1,44.43,21.6026620656,9.94,42813.0,2,1,3,7,6,6
Texas,TX,Limestone,22253,68.0,31.15,150.822857143,9.94,47439.0,4,1,5,6,6,5
Texas,TX,Lipscomb,2854,58.2,25.63,793.660912815,9.94,102569.0,7,4,6,2,6,1
Texas,TX,Live Oak,11428,72.8,24.64,75.1078804348,9.94,46134.0,6,1,6,6,6,5
Texas,TX,Llano,22540,68.9,21.05,374.960565924,9.94,59689.0,4,1,6,3,6,2
Texas,TX,Loving,51,66.6,5.86,900.438596491,9.94,115158.0,7,1,7,1,6,1
Texas,TX,Lubbock,317561,61.6,15.08,984.998797354,9.94,50881.0,1,3,7,1,6,4
Texas,TX,Lynn,5724,62.4,15.12,939.826546472,9.94,58496.0,7,3,7,1,6,2
Texas,TX,McCulloch,7497,67.4,22.28,512.278231113,9.94,45744.0,6,1,6,2,6,5
Texas,TX,McLennan,266836,68.2,26.72,174.409513686,9.94,49512.0,1,1,5,5,6,4
Texas,TX,McMullen,576,72.8,23.48,100.637939959,9.94,110273.0,7,1,6,6,6,1
Texas,TX,Madison,13661,69.3,38.87,84.7822141561,9.94,40859.0,5,1,4,6,6,7
Texas,TX,Marion,9560,66.2,48.92,80.9810333551,9.94,47582.0,6,1,2,6,6,5
Texas,TX,Martin,5217,65.1,6.76,847.058933002,9.94,84121.0,7,3,7,1,6,1
Texas,TX,Mason,3982,67.8,20.59,497.207675642,9.94,57094.0,7,1,6,2,6,2
Texas,TX,Matagorda,36125,72.4,31.5,7.84346504559,9.94,50775.0,3,1,5,7,6,4
Texas,TX,Maverick,57843,73.1,15.34,241.885264342,9.94,38448.0,3,1,7,5,6,7
Texas,TX,Medina,53723,71.3,21.6,292.46390864,9.94,50076.0,3,1,6,4,6,4
Texas,TX,Menard,1968,67.0,19.07,640.374371859,9.94,47390.0,7,1,7,2,6,5
Texas,TX,Midland,171999,66.1,6.42,842.843672457,9.94,126738.0,1,1,7,1,6,1
Texas,TX,Milam,25628,69.5,28.71,123.661944444,9.94,45286.0,4,1,5,6,6,6
Texas,TX,Mills,4500,67.6,22.81,445.633358098,9.94,51712.0,7,1,6,2,6,4
Texas,TX,Mitchell,8943,66.2,13.21,664.505674653,9.94,35417.0,6,1,7,2,6,7
Texas,TX,Montague,21063,65.2,26.6,295.939120303,9.94,45716.0,4,3,5,4,6,5
Texas,TX,Montgomery,678490,70.9,43.27,63.3343669251,9.94,68974.0,1,1,3,7,6,1
Texas,TX,Moore,20996,58.9,19.0,1067.68748159,9.94,56634.0,4,4,7,1,6,3
Texas,TX,Morris,12083,65.5,47.83,106.804324324,9.94,47226.0,6,3,2,6,6,5
Texas,TX,Motley,1032,62.7,21.07,710.283134204,9.94,41754.0,7,3,6,2,6,7
Texas,TX,Nacogdoches,64862,68.1,39.73,100.5,9.94,46246.0,2,1,4,6,6,5
Texas,TX,Navarro,54636,67.8,33.73,122.433512683,9.94,45616.0,3,1,4,6,6,5
Texas,TX,Newton,12052,69.6,46.96,50.842010772,9.94,43123.0,6,1,3,7,6,6
Texas,TX,Nolan,14473,65.8,18.93,717.224024961,9.94,52629.0,5,3,7,2,6,3
Texas,TX,Nueces,351674,74.7,21.55,16.7471103327,9.94,52852.0,1,1,6,7,6,3
Texas,TX,Ochiltree,9606,58.4,23.74,890.061351512,9.94,64247.0,6,4,6,1,6,1
Texas,TX,Oldham,1752,58.1,14.57,1126.99548002,9.94,72126.0,7,4,7,1,6,1
Texas,TX,Orange,84934,70.9,47.96,3.79153605016,9.94,48912.0,2,1,2,7,6,4
Texas,TX,Palo Pinto,29239,66.8,24.32,317.681359839,9.94,52042.0,4,1,6,3,6,3
Texas,TX,Panola,22677,67.3,46.01,87.6285907401,9.94,53292.0,4,1,3,6,6,3
Texas,TX,Parker,165834,66.8,24.92,297.001514693,9.94,65358.0,1,1,6,4,6,1
Texas,TX,Parmer,9620,58.6,16.28,1235.10782502,9.94,63512.0,6,4,7,1,6,2
Texas,TX,Pecos,14735,67.1,10.73,955.018512953,9.94,43661.0,5,1,7,1,6,6
